;Column2;Column1;idx;token;Label_Gold;Label_BG;Sicher_BG;Label_JL;Sicher_JL;Label_FA;Sicher_FA;Label_RR;Sicher_RR;Label_TH;Zusatzinfo;sentence;context;label;year;filename;Quelle_Gold;Quelle_BG;annodatenerz;Quelle_FA;Quelle_RR;Unnamed: 23;Unnamed: 24;Unnamed: 25;Unnamed: 26;Unnamed: 27;Unnamed: 28;Unnamed: 29;Unnamed: 30;Unnamed: 31
606;289;570;erzähler412;Erzähler;b;b;100;b;60.0;n;;n;;n;;Die erfinderischen Erzähler sind heutzutage zu selten , als daß man sie uicht fördern sollte .;Seitdem besteht in Massnuah ein Christus um Kreuze , der nicht nach arischen , sondern nach dein Negertypus gebildet ist : der einzige „ schwarze Heiland' der Missionen . Diese Beispiele mögen genügen , die Phantasie Fuchs-Talabs zu kennzeichnen . Die erfinderischen Erzähler sind heutzutage zu selten , als daß man sie uicht fördern sollte . Wen » Fuchs seiue Form mehr veredelt , so kann man Mohl noch wertvolleres von ihm erwarten . Und nnn geraten wir an zwei Sammlungen kurzer Geschichten , sogenannter Feuilletonnovelleu , wie sie seit einigen Jahre » von den Wiener Zeitungen mit Vorliebe gedruckt werde » .;Erzähler;1889;1889_2 - 1889__Wiener_Litteratur.txt;erzähler.grenzboten.rest.unlabeled_Gold.CSV;erzähler.grenzboten.rest.unlabeled_BG;erzähler.grenzboten.rest.unlabeled_JL4;;;;;;;;;;;
607;286;571;erzähler415;Erzähler;b;b;80;b;60.0;n;;n;;n;;Der Erzähler versteht es vortrefflich , dieses Motiv auszubeuten , durch Verzögerung der Handlung den Leser zu spannen .;Da der Leitzacher in patriotischer Begeisterung erklärt hat , das eiserne Kreuz sei mehr wert als ein Sack voll Edelgestein , so muß sich Lenzl ein solches verdienen , um die Mirdei trotz der Sennernrmut zu „ kriegen . ' Obgleich er nun bloß ein „ Sanitäter ' ist , gelingt ihm doch eine brave That , er rettet mit jenem Wildling Liudl einem preußischen Husarenrittmeister das Leben , gerade als ihn französische Hyänen ins Feuer werfen wollen . Der Erzähler versteht es vortrefflich , dieses Motiv auszubeuten , durch Verzögerung der Handlung den Leser zu spannen . Lenzl wird nicht gleich belohnt , sondern der geheilte preußische Rittmeister muß nach dein Kriege sich gedrängt fühlen , seine bairischen Lebensretter in ihrer Heimat aufzusuchen . Da wird nun Gelegenheit geboten , zu sehen , wie „ gemütlich' doch so ein scheel angesehener Preuße sein kann , und schließlich verschafft der Rittmeister , eingeweiht in alle Herzensgeheimnisse , dem Lenzl das eiserne .;Erzähler;1889;1889_3 - 1889__Neue_Erzählungen.txt;erzähler.grenzboten.rest.unlabeled_Gold.CSV;erzähler.grenzboten.rest.unlabeled_BG;erzähler.grenzboten.rest.unlabeled_JL4;;;;;;;;;;;
608;302;572;erzähler416;Erzählerin;b;b;90;b;80.0;n;;n;;n;;Hier zeigt sich die sonst vielfach ihre eignen Wege wandelnde Erzählerin beeinflußt vom naturalistischen Zeitgeschmack .;Diese Handlung dient mich wieder nur dazu / das Schicksal des Virtuosen zu veranschaulichen , die Folgen seiner ganzen menschlichen Existenz , seiner Natur und seiner Handlungen , deren Erben seine Kinder werden . Eine große Schwäche des Romanes ist es aber , daß die eigentliche Romnnhandlung , so umsichtig sie auch motivirt , mit so viel glänzendem Beiwerk sie auch künstlerisch verhüllt ist , im Grunde roh n » d widerwärtig ist . Hier zeigt sich die sonst vielfach ihre eignen Wege wandelnde Erzählerin beeinflußt vom naturalistischen Zeitgeschmack . Nievlaj und Mahada erleben beide ihren Roman . Nievlaj , der bei der russischen Gesandtschaft in Paris beschäftigt ist , hat von seinein Vater Boris nicht viel geerbt , weder die musikalische Begabung noch das wilde Temperament .;Erzähler;1889;1889_4 - 1889__Boris_Lensky.txt;erzähler.grenzboten.rest.unlabeled_Gold.CSV;erzähler.grenzboten.rest.unlabeled_BG;erzähler.grenzboten.rest.unlabeled_JL4;;;;;;;;;;;
609;298;573;erzähler418;Erzählerin;b;b;80;b;65.0;n;;n;;n;;Er hat , fährt die Erzählerin fort , nachher denn doch diesen Begriff weiter definirt , aber das » Punktum « hatte ja auch seine volle Richtigkeit , denn wer die Gabe der » reinen Anschauung « nicht besitzt , dem wird keine Definition etwas helfen .;"Aber wenn mau vor einem Kunstwerk steht , so soll man nur rein schauen . Und wenn Sie mich nun fragen : » Was ist deun reine Anschauung ? « so sage ich Ihnen : » Reine Anschauung ist reine Anschauung , und damit Punktum . « Er hat , fährt die Erzählerin fort , nachher denn doch diesen Begriff weiter definirt , aber das » Punktum « hatte ja auch seine volle Richtigkeit , denn wer die Gabe der » reinen Anschauung « nicht besitzt , dem wird keine Definition etwas helfen . ' So feinsinnig und treffend diese Anmerkung ist , so vorzüglich ist die ganze Charakteristik , die Ilse Frapan von Bischer im Hörsaal liefert ; wir können hier Lrinnorungen an F. Th . vischer aber doch nur darauf verweisen . Ihre Erinnerungen überschütten uns mit einer Menge höchst interessanter Einzelheiten ; so erfahren wir z. B. , wie und wann Vischer zum erstenmale unter der Maske des biedern Schartenmaher seinen Sang ertönen ließ , wie sein Verhältnis zu Strauß schließlich war , wie tief Vischer Mörike liebte , mit welcher Begeisterung er von Italien , zumal von Venedig sprach , wie er sich über die oberflächliche Kritik der Zeitungen beim Erscheinen seines „ Faust .";Erzähler;1889;1889_4 - 1889__Erinnerungen_an_F_Th._Oischer.txt;erzähler.grenzboten.rest.unlabeled_Gold.CSV;erzähler.grenzboten.rest.unlabeled_BG;erzähler.grenzboten.rest.unlabeled_JL4;;;;;;;;;;;
610;28;574;erzähler42;Erzähler;b;b;70;b;80.0;n;;n;;n;;"Er fängt an wie in einem Romane : „ Mirabeau war eben gestorben ; ' dann folgt eine Charakteristik Mirabeau's , diese erfordert wieder eine Erzählung seiner Schicksale , diese führen zu andern Geschichten n. s. w. , bis endlich der Faden der Begebenheiten wieder ans die Ereignisse leitet , mit denen der Erzähler eigentlich hatte anfangen wollen .";"Sie ist ein Complex sehr verschiedenartiger Elemente , die durch besondere Umstände zu einer Partei , oder sagen wir lieber zu einer Coterie , vereinigt wurden , deren Einzclschicksale wohl ein Interesse erregen , aber nicht eigentlich ein historisches . Lamartine hat auch gefühlt , daß mau des Zusammenhangs wegen die frühern Ereignisse wenigstens in einer Einleitung berühren müsse . Er fängt an wie in einem Romane : „ Mirabeau war eben gestorben ; ' dann folgt eine Charakteristik Mirabeau's , diese erfordert wieder eine Erzählung seiner Schicksale , diese führen zu andern Geschichten n. s. w. , bis endlich der Faden der Begebenheiten wieder ans die Ereignisse leitet , mit denen der Erzähler eigentlich hatte anfangen wollen . Ueberall sind Reflexionen eingestreut , ungefähr dieser Art : „ Wenn jede der Parteien oder der Personen , die in diese Ereignisse verwickelt wurden , anstatt der Leidenschaft die Tugend zur Richtschnur ihrer Handlungsweise erkoren hätte , so wäre all' das Mißgeschick der Revolution vermieden worden . Wäre der König fest und verständig gewesen , der Clerus uneigennützig , der Adel rechtschaffen , das Volk gemäßigt , Mirabeau unbestechlich , Lafayette entschieden , Nobes Pierre menschlich — so hätte die Revolution ihren Lauf majestätisch und ruhig über Frankreich und Europa genommen ; sie hätte sich wie eine Phi 74 * losophie in das Thatsächliche , in die Gesetze , in den Cultus eingeführt .";Erzähler;1847;1847_2 - 1847__Moderne_Historiker..txt;erzähler.grenzboten.rest.unlabeled_Gold.CSV;erzähler.grenzboten.rest.unlabeled_BG;erzähler.grenzboten.rest.unlabeled_JL4;;;;;;;;;;;
611;296;575;erzähler425;Erzähler;a;a;70;b;0.0;n;;n;;n;;Doch der Erzähler wird an den Hauptstellen die Stimme kräftig erheben , denn der Inhalt ist dramatisch , und es handelt sich um große Gefühle , deshalb werden anch in der bildlichen Darstellung mindestens halblebensgroße Figuren am Platze sein .;Das kam : man beobachten , jeder hat es gesehen und kann beurteilen , wie herrlich das Licht auf den breiten Rücken der lebensgroßen Tiere genullt ist . Moritz von Schwind hatte sich lange Jahre darnach gesehnt , die Rückkehr des Grafen von Gleichen aus dem heiligen Lande in einem großen : Bilde darzustellen , beileibe aber nicht lebensgroß , denn der Gegenstand ist nnr eine Sage , die sich am schönsten anhört erzählt am traulichen Herdfeuer . Doch der Erzähler wird an den Hauptstellen die Stimme kräftig erheben , denn der Inhalt ist dramatisch , und es handelt sich um große Gefühle , deshalb werden anch in der bildlichen Darstellung mindestens halblebensgroße Figuren am Platze sein . Als Graf Schack den Künstler kennen lernte , gab er ihm den Auftrag zu dem Bilde . Die Geburtssage Karls des Großen hat Bode in einem dreiteilige ! : Gemälde von gleich großen Verhältnissen dargestellt .;Erzähler;1889;1889_4 - 1889__Von_Max_Zimmer_manu__Gluht_und_Jetzt.txt;erzähler.grenzboten.rest.unlabeled_Gold.CSV;erzähler.grenzboten.rest.unlabeled_BG;erzähler.grenzboten.rest.unlabeled_JL4;;;;;;;;;;;
612;342;576;erzähler427;Erzähler;b;b;100;b;45.0;n;;n;;n;;Wir Deutschen haben uns zweier klassischen Perioden zu erfreue « , aber beide sind ohne Beihilfe , ja ohne Kenntnis der deutschen Grammatik aus dem gährenden Volksgeiste emporgestiegen , und wenn unser Volk eine dritte erleben soll , dann — scheint es mir — muß es vorher die deutsche Grammatik vergessen , die es nach Ablauf der zweiten aus den Meisterwerken seiner Dichter , Erzähler und Denker hercmsdestillirt hat .;Als Aristoteles die Wissenschaft der Grammatik erfnud , war die goldne Zeit der griechischen Litteratur vorüber , und die fleißigen Grammatiker Alexandriens haben keine zweite heraufgeführt . So ist die Sache bei allen übrigen Kulturvölkern verlaufen . Wir Deutschen haben uns zweier klassischen Perioden zu erfreue « , aber beide sind ohne Beihilfe , ja ohne Kenntnis der deutschen Grammatik aus dem gährenden Volksgeiste emporgestiegen , und wenn unser Volk eine dritte erleben soll , dann — scheint es mir — muß es vorher die deutsche Grammatik vergessen , die es nach Ablauf der zweiten aus den Meisterwerken seiner Dichter , Erzähler und Denker hercmsdestillirt hat . Von den größten Dichtern und Prosaisten aller Völker hat keiner die Grammatik seiner Muttersprache studirt . Homer hatte keine Ahnung vo » einer solchen Wissenschaft , und auch Sophokles und Plato konnten noch keinen Unterricht darin empfangen .;Erzähler;1890;1890_1 - 1890__Bedenken_über_die_Sprachverbesserung.txt;erzähler.grenzboten.rest.unlabeled_Gold.CSV;erzähler.grenzboten.rest.unlabeled_BG;erzähler.grenzboten.rest.unlabeled_JL4;;;;;;;;;;;
613;329;578;erzähler429;Erzählerin;b;b;100;b;90.0;n;;n;;n;;Göschen , 1890 ) als eine Erzählerin von reicher Phantasie und ungewöhnlicher Kraft ein .;Mit den neuesten Büchern dieser drei Frauen wollen wir uns kurz beschäftigen . Isolde Kurz führt sich mit ihren Florentiner Novellen ( Stuttgart , . Göschen , 1890 ) als eine Erzählerin von reicher Phantasie und ungewöhnlicher Kraft ein . Die vier Novellen spielen sämtlich zur Zeit der Florentiner Renaissance , in den ersten Jahrzehnten des sechzehnten Jahrhunderts , zur Zeit der glanzvollen Regierung Lorenzos de Medici bis zu dem großen Sterben , der Pest des Jahres 1527 . Schon die feine Art der Behandlung und Auffassung des geschichtlichen Hintergrundes ihrer Erzählungen mutet uns wohlthuend an , weil sie uns als der Ausdruck eines tiefen und zugleich freien , beweglichem Geistes erscheint , der vou hohem Standpunkt eine große geschichtliche Bewegung zu sehen und zu schildern vermag .;Erzähler;1890;1890_1 - 1890__Drei_Dichterinnen.txt;erzähler.grenzboten.rest.unlabeled_Gold.CSV;erzähler.grenzboten.rest.unlabeled_BG;erzähler.grenzboten.rest.unlabeled_JL4;;;;;;;;;;;
614;327;579;erzähler434;Erzählern;b;b;100;b;60.0;n;;n;;n;;Es ist wahr , daß das heutige Italien an großen Talenten , an Schriftstellern ersten Ranges arm ist , daß seine Theater fast ausschließlich unter dem Einflusse der französischen Bühne stehen , der französische Roman der neuesten Schule es den wenigen Erzählern aus erster Hand schwer macht , emporzukommen , und daß es nicht geringer Vertrautheit mit der Sprache bedarf , um deu eigenartigen Reiz Cardueeischer Lyrik ganz zu genießen .; Auch in dein Vorwort zu einer neuen , sehr wertvollen Sammlung poetischer Übersetzungen und litterarhistorischer Einleitungen : Italienische Dichter seit der Mitte des achtzehnten Jahrhunderts ' ) wiederholt Heyse die Klage , daß der Erfolg seiner unablässigen Bemühungen , die gebildeten Kreise in Deutschland für die Litteratur unsrer politischen Bundesgenosse » zu gewinnen , hinter den bescheidensten Erwartungen zurückgeblieben sei . „ Woher diese tiefe Gleichgiltigkeit gegen die Dichtung eines Volkes , dessen Land immer noch das Ziel unsrer Sehnsucht ist , dessen Sitte und Zustände novellistisch geschildert zu sehen wir nicht müde werden , dessen Sprache unbestritten als die melodischste von ganz Europa gilt ? Es ist wahr , daß das heutige Italien an großen Talenten , an Schriftstellern ersten Ranges arm ist , daß seine Theater fast ausschließlich unter dem Einflusse der französischen Bühne stehen , der französische Roman der neuesten Schule es den wenigen Erzählern aus erster Hand schwer macht , emporzukommen , und daß es nicht geringer Vertrautheit mit der Sprache bedarf , um deu eigenartigen Reiz Cardueeischer Lyrik ganz zu genießen . Das alles würde mir erklären , warum bisher eine im eigentlichsten Sinne vvlks Italienische Dichter seit der Mitte des achtzehnten Jahrhunderts . Uderschmigen mit Studien von Paul Heyse .;Erzähler;1890;1890_1 - 1890__Italienische_Dichter.txt;erzähler.grenzboten.rest.unlabeled_Gold.CSV;erzähler.grenzboten.rest.unlabeled_BG;erzähler.grenzboten.rest.unlabeled_JL4;;;;;;;;;;;
615;320;580;erzähler435;Erzählers;b;b;80;b;60.0;n;;n;;n;;Die Charakteristik poetischer Figuren durch solche Reden gehört wohl zu den allerschwüchsten Kunstmitteln eines Erzählers .;"Der andre Fehler , den sie zeigt und der auch nicht von ihm überwunden worden ist , ist die Neigung , seine Gestalten ellenlange Reden halten zu lassen . Wie diese langen Reden die Erzählung aufbauschen , die Geduld des Lesers auf harte Proben stellen , haben wir zu unserm Schrecken in dem zweiten Werke „ Die Leute aus dem Walde' erfahren . Die Charakteristik poetischer Figuren durch solche Reden gehört wohl zu den allerschwüchsten Kunstmitteln eines Erzählers . Zur Not kann dieses Mittel , wenn es sparsam verwendet wird , von Wirkung sein ; einzelne Menschen haben ja in der That eine Leidenschaft zu sprechen . Unser Dichter aber scheint der Meinung zu sein , daß es eine Eigentümlichkeit aller Menschen sei , recht breit und mit mehr oder weniger Witz sich zu expektoriren , und das will uns doch als eine sehr irrige Meinung erscheine « .";Erzähler;1890;1890_1 - 1890__Neue_Romane.txt;erzähler.grenzboten.rest.unlabeled_Gold.CSV;erzähler.grenzboten.rest.unlabeled_BG;erzähler.grenzboten.rest.unlabeled_JL4;;;;;;;;;;;
616;323;581;erzähler437;Erzählers;b;b;80;b;70.0;n;;n;;n;;Die Manier Naabes dagegen droht die Erzählung in einen in verschiednen Masken gehaltenen Monolog des Erzählers selbst umzuwandeln .;"In Wahrheit kann auch der Erzähler sowie der Dramatiker Menschen nur durch ihre Handlungen charakterisieren ; soll ihre Rede poetischen Wert haben , so muß sie naiv erscheinen , vom Dichter ihnen ohne ihr Wissen abgelauscht . Daun macheu seine Gestalten den Eindruck der Lebendigkeit , wirken poetisch und erscheinen als Naturen . Die Manier Naabes dagegen droht die Erzählung in einen in verschiednen Masken gehaltenen Monolog des Erzählers selbst umzuwandeln . Freilich hängt dieser Fehler mit der eigentümlichsten Eigenschaft von Naabes Dichternatur zusammen . Raabe hat das Bedürfnis , sich jede einzelne Thatsache von allen möglichen Seiten zu beschauen , sie im Zufauuuenhaug mit seiner gesamten Weltanschauung , mit all seinem geistigen Besitz zu betrachten .";Erzähler;1890;1890_1 - 1890__Neue_Romane.txt;erzähler.grenzboten.rest.unlabeled_Gold.CSV;erzähler.grenzboten.rest.unlabeled_BG;erzähler.grenzboten.rest.unlabeled_JL4;;;;;;;;;;;
617;339;582;erzähler438;Erzählers;b/c;c/b;60;b;45.0;n;;n;;n;;Nun aber zersplittert sich das Interesse des Erzählers auf eine Reihe von Sonderlingen , Neue Romane und von der eigentlichen Entwicklnngsund Vildungsgeschichte seines alle Welt entzückenden „ Knaben / ' wie er stets den achtzehnjährigen Robert nennt , erfahren wir blutwenig .;"Beim Verhör macht sein charaktervoll naives Wesen auf den philosophischen Protokollschreiber Friedrich Fiebiger einen so guten Eindruck , daß dieser — überdies noch ein Landsmann Roberts — sich entschließt , den prächtigen , aber von aller Welt und allen Mitteln verlassenen und entblößten Burschen zu sich zu nehmen und zu einem tüchtigen Manne zu erziehen . Dieser Anfang der Geschichte ist ganz vorzüglich und das beste an ihr . Nun aber zersplittert sich das Interesse des Erzählers auf eine Reihe von Sonderlingen , Neue Romane und von der eigentlichen Entwicklnngsund Vildungsgeschichte seines alle Welt entzückenden „ Knaben / ' wie er stets den achtzehnjährigen Robert nennt , erfahren wir blutwenig . Alles , was wir ihn an Abenteuern erleben sehen , ist äußerlich ; den Zauber , den er ausübt , die Tüchtigkeit , die er erlaugt haben soll , müssen wir dein Erzähler nach seinen wiederholten Versicherungen aufs Wort glauben , überzeugt werden wir davon nicht . Das Beste an dem Romane ist die Erfindung der Originale , die Roberts Erziehung leiten : des humoristischen Polizeischreibers Fiebiger , des pathetisch gedankenvollen Sternguckers Ulex und des thätig liebenden Freifräuleins Juliane von Poppen ; dazu kommt die Possenhaft humoristische Figur des Histrionen Schminkert mit seinen Abenteuern bei alten Jungfern u. s. w. Die Handlung führt uns in dem letzten Viertel des Romans hinüber nach Amerika , nach Kalifornien , wo Robert , nachdem er einige Jahre Universitütsstudien betrieben hat , gelegentlich Goldgräber und reich wird , um endlich die Geliebte heimführen und das Gut Poppenhagen kaufen zu können , auf dem alle „ Leute aus dem Walde' vereint ihr Leben teils beschließen , teils begründen sollen .";Erzähler;1890;1890_1 - 1890__Neue_Romane.txt;erzähler.grenzboten.rest.unlabeled_Gold.CSV;erzähler.grenzboten.rest.unlabeled_BG;erzähler.grenzboten.rest.unlabeled_JL4;;;;;;;;;;;
618;27;584;erzähler44;Erzählers;b;b;80;b;65.0;n;;n;;n;;"Der Grad der Ausführlichkeit ist in einem richtigen Verhältniß zu dem Interesse , das die dargestellten Begebenheiten erregen : die drei ersten Perioden umfassen 21.8 Seiten , die vierte 220 , der erste Abschnitt der fünften , bis zum Jahr 1644 , 162 Seiten , von da bis ans den jetztregierenden Sohn des Himmels 197 , endlich die gegenwärtige Negierung 115 Seiten . --So haben wir nun ein vollständiges Compendium dieser fremdartigen Geschichte , das äußerlich ebenso aussieht , wie etwa die Geschichte von England oder Frankreich ; es wird ein König nach dem anderen durchgenommen , von einem jeden eine Characteristik gegeben , das Merkwürdige , was er gethan und erlebt hat , aufgezeichnet ; und könnte man den sonderbaren Umstand ans dem Gedächtniß verlieren , daß alle diese Begebenheiten anßer allem Zusammenhang mit der sonst uus bekannten Geschichte stehen , so würde man dem Faden des Erzählers unbefangen folgen , wie irgend einer anderen Historie .";"Es behandelt die Geschichte Chinas in fünf Perioden . Die erste : ' das mythologische Zeitalter ' , geht bis zur Sündfluth ; die zweite , mit der Bezeichnung : ' ungewisse Geschichte ' , bis ans Konfucius ; dann folgt die alte Geschichte , bis zur Herrschaft der Tang-Dynastie , n. Chr. ; das Mittelalter bis auf die Vertreibung der Mongolen 1368 ; endlich die neue Zeit . Der Grad der Ausführlichkeit ist in einem richtigen Verhältniß zu dem Interesse , das die dargestellten Begebenheiten erregen : die drei ersten Perioden umfassen 21.8 Seiten , die vierte 220 , der erste Abschnitt der fünften , bis zum Jahr 1644 , 162 Seiten , von da bis ans den jetztregierenden Sohn des Himmels 197 , endlich die gegenwärtige Negierung 115 Seiten . --So haben wir nun ein vollständiges Compendium dieser fremdartigen Geschichte , das äußerlich ebenso aussieht , wie etwa die Geschichte von England oder Frankreich ; es wird ein König nach dem anderen durchgenommen , von einem jeden eine Characteristik gegeben , das Merkwürdige , was er gethan und erlebt hat , aufgezeichnet ; und könnte man den sonderbaren Umstand ans dem Gedächtniß verlieren , daß alle diese Begebenheiten anßer allem Zusammenhang mit der sonst uus bekannten Geschichte stehen , so würde man dem Faden des Erzählers unbefangen folgen , wie irgend einer anderen Historie . Ich möchte das einen Mangel in der Darstellung nennen , daß man eben diese Fremdartigkeit nicht herausfühlt . Gützlaff schreibt noch Geschichte , wie man es in Deutschland im vorigen Jahrhundert that : er uimiut aus seinen Chinesischen Quellen , was ihn gerade interessirt ; und die einzige Einheit , die er dem aufgefundenen Material gibt , ist die chronologische , wobei die Genauigkeit der Chinesischen Geschichtschreiber in dieser Beziehung ihm zu Statten kommt .";Erzähler;1847;1847_4 - 1847__Deutsche_Reisende_in_der_Fremde..txt;erzähler.grenzboten.rest.unlabeled_Gold.CSV;erzähler.grenzboten.rest.unlabeled_BG;erzähler.grenzboten.rest.unlabeled_JL4;;;;;;;;;;;
619;324;585;erzähler440;Erzählers;b;b/c;40;b;80.0;n;;n;;n;int;"Ein reicher Geist offenbart sich auf jeder Seite , innig empfunden sind alle Stimmungen , meisterhaft ist z. B. jener Neue Romane Spaziergang im endlosen Landregen geschildert ; die zahllosen philosophischen Anspielungen sind voller Munterkeit , und doch ist ein gewisses Maß gewahrt , die Subjektivität des Erzählers läßt der Gestaltung der Menschen und Vorgänge Raum .";"Der Maler Blech wird schließlich Photograph und zwar eine „ Spezialität in Leichenphvtographien . ' Das Eigenartigste an dieser ganzen Oster- , Pfingsten- , Weihnachtsund Neujahrsgeschichte ist die Darstellung . Ein reicher Geist offenbart sich auf jeder Seite , innig empfunden sind alle Stimmungen , meisterhaft ist z. B. jener Neue Romane Spaziergang im endlosen Landregen geschildert ; die zahllosen philosophischen Anspielungen sind voller Munterkeit , und doch ist ein gewisses Maß gewahrt , die Subjektivität des Erzählers läßt der Gestaltung der Menschen und Vorgänge Raum . Von Raabe zu Redwitz ist ein starker Sprung . Es ist , als träte mau ans dem Gemach eines geistvollen und reichen Kunstliebhabers in die gute Stube eines nüchternen , wenn auch nicht unbemittelten Bürgerhauses .";Erzähler;1890;1890_1 - 1890__Neue_Romane.txt;erzähler.grenzboten.rest.unlabeled_Gold.CSV;erzähler.grenzboten.rest.unlabeled_BG;erzähler.grenzboten.rest.unlabeled_JL4;;;;;;;;;;;
620;328;586;erzähler450;Erzähler;b/c;b/c;30;b;45.0;n;;n;;n;int;"Gleich im Beginn des „ Quartetts' verrät uns der Erzähler , daß ihm Leontine nicht blos ; persönlich , sondern auch als Symbol , als ein im Brennspiegel des Moralisten verdichtetes Bild von Berlins wichtig ist , und wir miiffen uns das merken .";"Alles übrige aber ist in jedem Bande selbständig erfunden , es ist keine Entwicklung des vorhergehenden . Die drei Romane geben keine Geschichte des Berliner Westens , sondern nur Ansichten verschiedner Teile dieses Westens . Gleich im Beginn des „ Quartetts' verrät uns der Erzähler , daß ihm Leontine nicht blos ; persönlich , sondern auch als Symbol , als ein im Brennspiegel des Moralisten verdichtetes Bild von Berlins wichtig ist , und wir miiffen uns das merken . Leontine Gruber ist von niedriger Herkunft , sie soll von Zigeunern abstammen , aber sie ist eine wunderbar schone Frau , und damit macht sie Karriere . Sie ist sehr klug , sehr berechnend , Herrin über ihre Sinne , dabei gewissenlos , neidisch , genußund putzsüchtig , ohne Güte , sie denkt immer nur um sich selbst .";Erzähler;1890;1890_2 - 1890__Sittenrichter.txt;erzähler.grenzboten.rest.unlabeled_Gold.CSV;erzähler.grenzboten.rest.unlabeled_BG;erzähler.grenzboten.rest.unlabeled_JL4;;;;;;;;;;;
621;338;587;erzähler456;Erzählers;b;b;80;b;40.0;n;;n;;n;;Leipzig , A. G. Liebeskind , 18 » 0 Diese Gedichte üben ihren Reiz weniger durch die in ihnen sich offenbarende Kunst des Erzählers als dnrch die eigenartige Persönlichkeit , die jeder Zeile ihr eigentümliches Gepräge aufdrückt .;> Neue Marksteine . Erzählende Dichtungen von Adolf Pichler . Leipzig , A. G. Liebeskind , 18 » 0 Diese Gedichte üben ihren Reiz weniger durch die in ihnen sich offenbarende Kunst des Erzählers als dnrch die eigenartige Persönlichkeit , die jeder Zeile ihr eigentümliches Gepräge aufdrückt . Pichler ist einer jeuer Menschen , die der Widerspruch mit besondrer Kraft anzieht , die ihr Hauptvergnügen darin finden , der Gegensätze voll zu erscheinen , obwohl sie sie in einer für den Tieferblicken den erkennbaren höhern Einheit aufzuheben wisseii . Hinter dem meisten , was Adolf Pichler sagt und thut , steckt der Humorist , nur daß sein Humor sich nie in schallendem Gelächter entlädt , sondern in knappen Epigrammen ironisch auszulaufen Pflegt .;Erzähler;1890;1890_3 - 1890__Litteratur__Neue_Marksteine._Erzählende_Dichtungen_von_Adolf_Pichler._Leipzig,_A._G._Liebes¬.txt;erzähler.grenzboten.rest.unlabeled_Gold.CSV;erzähler.grenzboten.rest.unlabeled_BG;erzähler.grenzboten.rest.unlabeled_JL4;;;;;;;;;;;
622;29;588;erzähler46;Erzähler;a;a;100;a;80.0;n;;n;;n;;"Beginnt er nun , uns die Literaten der Vergangenheit zu schildern , als hätte er mit ihnen gelebt , uns ihre Thorheiten zu erzählen , als wäre er ihr Freund gewesen , als umgaben ihn noch dieselben Verhältnisse , so hört man keinen Laut im Saale ; man lauscht , wie in einem Salon , wo ein geistreicher Erzähler durch natürlichen Ausdruck die Comvarsen der Gesellschaft um sich schaart , und erst wenn bei einer feinen Anspielung , bei einem wohlgezielten Schlage die Stille durch ein allgemeines Gelächter der jugendlichen Kehlen , durch ein allgemeines Händeklatschen und Bravorufen unterbrochen wird , erinnert man sich , daß man in der Sorbonne ist .";"Jugendliche Lebendigkeit liegt in seinem Auge , in seinem Ausdrucke , in seiner Bewegung . Der Saal seiner Vorlesung ist immer voll , gewöhnlich überfüllt . Beginnt er nun , uns die Literaten der Vergangenheit zu schildern , als hätte er mit ihnen gelebt , uns ihre Thorheiten zu erzählen , als wäre er ihr Freund gewesen , als umgaben ihn noch dieselben Verhältnisse , so hört man keinen Laut im Saale ; man lauscht , wie in einem Salon , wo ein geistreicher Erzähler durch natürlichen Ausdruck die Comvarsen der Gesellschaft um sich schaart , und erst wenn bei einer feinen Anspielung , bei einem wohlgezielten Schlage die Stille durch ein allgemeines Gelächter der jugendlichen Kehlen , durch ein allgemeines Händeklatschen und Bravorufen unterbrochen wird , erinnert man sich , daß man in der Sorbonne ist . Die Sitte hat es nämlich mit sich gebracht , das Händeklatschen auch für diese Vorlesungen zu erheischen ; dies wäre kein Uebelstand , könnte es die Besriedigtheit der Zuhörer ausdrücke » ! es ist aber in dem Grade Gewohnheit geworden , daß es der hergebrachte Schluß jedes Vertrages ist , selbst eines langweiligen , der vielleicht nur fünf oder sechs Zuhörer herbeizuziehen gewußt hatte . — Die Vorlesungen auf der Sorbonne und dem College de France sind unentgeltlich und insofern jungen Deutschen zu empfehlen , die nach Paris gehen , um das Französische zu erlernen und gewöhnlich nicht wissen , wie sie das anfangen sollen .";Erzähler;1848;1848_2 - 1848__Für_Charakteristik_des_französische,»_Nttterrichtswesens..txt;erzähler.grenzboten.rest.unlabeled_Gold.CSV;erzähler.grenzboten.rest.unlabeled_BG;erzähler.grenzboten.rest.unlabeled_JL4;;;;;;;;;;;
